EOdd_sep_abs,matthews,thresh_g0,thresh_g1
1.0641345977783203,0.1088399738073349,0.05,0.45
1.1340067386627197,0.11000460386276245,0.05,0.47
1.2040109634399414,0.11132673919200897,0.05,0.49
1.267585277557373,0.11303358525037766,0.05,0.51
1.3462953567504883,0.11124161630868912,0.05,0.53
1.4122774600982666,0.11010976135730743,0.05,0.55
1.488248586654663,0.10698378086090088,0.05,0.57
1.556638479232788,0.10298775136470795,0.05,0.59
1.6084370613098145,0.1022377535700798,0.05,0.61
1.6639269590377808,0.09971253573894501,0.05,0.63
1.7324755191802979,0.09226255118846893,0.05,0.65
1.771625280380249,0.09026429057121277,0.05,0.67
1.812349557876587,0.08591374009847641,0.05,0.69
1.8447118997573853,0.08312823623418808,0.05,0.71
1.8722715377807617,0.08003920316696167,0.05,0.73
1.90185546875,0.07655034214258194,0.05,0.75
1.9232494831085205,0.07373147457838058,0.05,0.77
1.9445111751556396,0.07088039070367813,0.05,0.79
1.9589061737060547,0.06903786212205887,0.05,0.81
1.9637486934661865,0.06843539327383041,0.05,0.83
1.974531650543213,0.06658589839935303,0.05,0.85
1.9769529104232788,0.06628479063510895,0.05,0.87
1.977614402770996,0.06645678728818893,0.05,0.89
1.9796388149261475,0.06605242192745209,0.05,0.91
1.9796388149261475,0.06605242192745209,0.05,0.93
1.9797711372375488,0.0660867914557457,0.05,0.95
1.9797711372375488,0.0660867914557457,0.05,0.97
1.9797711372375488,0.0660867914557457,0.05,0.99
0.028732001781463623,0.03041600063443184,0.07,0.01
0.023439645767211914,0.033631831407547,0.07,0.03
0.01281517744064331,0.036820489913225174,0.07,0.05
0.003763258457183838,0.042639512568712234,0.07,0.07
0.02540910243988037,0.047932859510183334,0.07,0.09
0.05722939968109131,0.0512896403670311,0.07,0.11
0.08496147394180298,0.05810727924108505,0.07,0.13
0.12031453847885132,0.06382999569177628,0.07,0.15
0.15184402465820312,0.07220487296581268,0.07,0.17
0.19517523050308228,0.07813722640275955,0.07,0.19
0.2456379532814026,0.08214572072029114,0.07,0.21
0.3014722466468811,0.08528444916009903,0.07,0.23
0.3498709797859192,0.09106551855802536,0.07,0.25
0.4083516001701355,0.09495393931865692,0.07,0.27
0.47114527225494385,0.0978890061378479,0.07,0.29
0.5457409024238586,0.09978462755680084,0.07,0.31
0.6076481342315674,0.10181260108947754,0.07,0.33
0.680497407913208,0.10755104571580887,0.07,0.35
0.7590885758399963,0.10710296779870987,0.07,0.37
0.8283125162124634,0.11032815277576447,0.07,0.39
0.9059378504753113,0.11101112514734268,0.07,0.41
0.9790250062942505,0.11172947287559509,0.07,0.43
1.0525486469268799,0.11179301887750626,0.07,0.45
1.1224207878112793,0.11296767741441727,0.07,0.47
1.1924251317977905,0.1143026277422905,0.07,0.49
1.2559993267059326,0.11602290719747543,0.07,0.51
1.3347094058990479,0.11425644159317017,0.07,0.53
1.4006915092468262,0.11314608156681061,0.07,0.55
1.4766627550125122,0.1100463718175888,0.07,0.57
1.5450525283813477,0.10607369244098663,0.07,0.59
1.596851110458374,0.10534089803695679,0.07,0.61
1.6523411273956299,0.10283434391021729,0.07,0.63
1.7208895683288574,0.09540435671806335,0.07,0.65
1.7600393295288086,0.09341823309659958,0.07,0.67
1.8007636070251465,0.08907830715179443,0.07,0.69
1.8331260681152344,0.08630099892616272,0.07,0.71
1.8606855869293213,0.0832182765007019,0.07,0.73
1.8902695178985596,0.079735666513443,0.07,0.75
1.91166353225708,0.07692105323076248,0.07,0.77
1.9329253435134888,0.07407373934984207,0.07,0.79
1.9473203420639038,0.07223351299762726,0.07,0.81
1.952162742614746,0.07163190096616745,0.07,0.83
1.962945818901062,0.06978379189968109,0.07,0.85
1.965367078781128,0.06948309391736984,0.07,0.87
1.9660285711288452,0.06965522468090057,0.07,0.89
1.968052864074707,0.06925105303525925,0.07,0.91
1.968052864074707,0.06925105303525925,0.07,0.93
1.9681851863861084,0.06928569078445435,0.07,0.95
1.9681851863861084,0.06928569078445435,0.07,0.97
1.9681851863861084,0.06928569078445435,0.07,0.99
0.043623387813568115,0.037170782685279846,0.09,0.01
0.038331031799316406,0.039874397218227386,0.09,0.03
0.027706563472747803,0.042639512568712234,0.09,0.05
0.01209944486618042,0.04782037064433098,0.09,0.07
0.010517716407775879,0.05266159027814865,0.09,0.09
0.042338013648986816,0.055777184665203094,0.09,0.11
0.07007008790969849,0.06219478324055672,0.09,0.13
0.10542315244674683,0.06765060126781464,0.09,0.15
0.13695263862609863,0.07571574300527573,0.09,0.17
0.18028384447097778,0.08148080855607986,0.09,0.19
0.2307465672492981,0.08540035039186478,0.09,0.21
0.2865808606147766,0.08848034590482712,0.09,0.23
0.3349795937538147,0.09416116774082184,0.09,0.25
0.393460214138031,0.0979996994137764,0.09,0.27
0.45625388622283936,0.10090728849172592,0.09,0.29
0.5308495163917542,0.10279518365859985,0.09,0.31
0.5927567481994629,0.1048140823841095,0.09,0.33
0.6656060218811035,0.11051806807518005,0.09,0.35
0.7441971898078918,0.11009400337934494,0.09,0.37
0.8134211301803589,0.11331673711538315,0.09,0.39
0.8910464644432068,0.11401884257793427,0.09,0.41
0.964133620262146,0.11475656181573868,0.09,0.43
1.0376572608947754,0.11484362930059433,0.09,0.45
1.1075294017791748,0.11603859812021255,0.09,0.47
1.177533745765686,0.11739640682935715,0.09,0.49
1.2411079406738281,0.11913899332284927,0.09,0.51
1.3198180198669434,0.11740832775831223,0.09,0.53
1.3858001232147217,0.11632756143808365,0.09,0.55
1.4617712497711182,0.11326277256011963,0.09,0.57
1.5301611423492432,0.10932052135467529,0.09,0.59
1.581959843635559,0.10861120373010635,0.09,0.61
1.6374497413635254,0.10612855851650238,0.09,0.63
1.705998182296753,0.09872307628393173,0.09,0.65
1.745147943496704,0.09675253182649612,0.09,0.67
1.785872220993042,0.09242527186870575,0.09,0.69
1.8182346820831299,0.08965889364480972,0.09,0.71
1.8457942008972168,0.08658339083194733,0.09,0.73
1.875378131866455,0.08310873061418533,0.09,0.75
1.8967721462249756,0.08029846101999283,0.09,0.77
1.9180339574813843,0.0774555653333664,0.09,0.79
1.9324289560317993,0.07561853528022766,0.09,0.81
1.9372713565826416,0.07501792162656784,0.09,0.83
1.9480544328689575,0.07317130267620087,0.09,0.85
1.9504756927490234,0.07287128269672394,0.09,0.87
1.9511371850967407,0.07304349541664124,0.09,0.89
1.9531614780426025,0.07263992726802826,0.09,0.91
1.9531614780426025,0.07263992726802826,0.09,0.93
1.953293800354004,0.0726744532585144,0.09,0.95
1.953293800354004,0.0726744532585144,0.09,0.97
1.953293800354004,0.0726744532585144,0.09,0.99
0.059569597244262695,0.04531223699450493,0.11,0.01
0.054277241230010986,0.047600772231817245,0.11,0.03
0.04365277290344238,0.049967993050813675,0.11,0.05
0.028045654296875,0.05452943593263626,0.11,0.07
0.014496982097625732,0.05888350307941437,0.11,0.09
0.026391804218292236,0.06169308349490166,0.11,0.11
0.054123878479003906,0.06766247749328613,0.11,0.13
0.08947694301605225,0.07279438525438309,0.11,0.15
0.12100642919540405,0.080495685338974,0.11,0.17
0.1643376350402832,0.0860413908958435,0.11,0.19
0.21480035781860352,0.08982917666435242,0.11,0.21
0.27063465118408203,0.0928150936961174,0.11,0.23
0.3190333843231201,0.09836318343877792,0.11,0.25
0.3775140047073364,0.102125383913517,0.11,0.27
0.4403076767921448,0.10498452931642532,0.11,0.29
0.5149033069610596,0.10684695839881897,0.11,0.31
0.5768105387687683,0.10884421318769455,0.11,0.33
0.6496598124504089,0.11449781060218811,0.11,0.35
0.7282509803771973,0.11409148573875427,0.11,0.37
0.7974749207496643,0.11730460077524185,0.11,0.39
0.8751002550125122,0.11802241206169128,0.11,0.41
0.9481874108314514,0.1187775656580925,0.11,0.43
1.0217111110687256,0.11888805031776428,0.11,0.45
1.091583251953125,0.12010382115840912,0.11,0.47
1.1615874767303467,0.12148606777191162,0.11,0.49
1.2251617908477783,0.123253732919693,0.11,0.51
1.3038718700408936,0.12156309187412262,0.11,0.53
1.3698539733886719,0.12051627784967422,0.11,0.55
1.4458250999450684,0.11749144643545151,0.11,0.57
1.5142149925231934,0.11358410120010376,0.11,0.59
1.5660135746002197,0.1129024475812912,0.11,0.61
1.621503472328186,0.11044815927743912,0.11,0.63
1.6900519132614136,0.10307054966688156,0.11,0.65
1.7292017936706543,0.10111835598945618,0.11,0.67
1.7699260711669922,0.09680581837892532,0.11,0.69
1.8022884130477905,0.09405176341533661,0.11,0.71
1.829848051071167,0.0909850001335144,0.11,0.73
1.8594319820404053,0.08751892298460007,0.11,0.75
1.8808259963989258,0.08471394330263138,0.11,0.77
1.902087688446045,0.08187594264745712,0.11,0.79
1.91648268699646,0.080042265355587,0.11,0.81
1.9213252067565918,0.07944277673959732,0.11,0.83
1.9321081638336182,0.07759760320186615,0.11,0.85
1.934529423713684,0.0772981271147728,0.11,0.87
1.9351909160614014,0.07747098803520203,0.11,0.89
1.9372153282165527,0.07706757634878159,0.11,0.91
1.9372153282165527,0.07706757634878159,0.11,0.93
1.937347650527954,0.07710223644971848,0.11,0.95
1.937347650527954,0.07710223644971848,0.11,0.97
1.937347650527954,0.07710223644971848,0.11,0.99
0.0768280029296875,0.05124020576477051,0.13,0.01
0.07153564691543579,0.05330251157283783,0.13,0.03
0.06091117858886719,0.05546649172902107,0.13,0.05
0.04433274269104004,0.059674665331840515,0.13,0.07
0.02938002347946167,0.06374809145927429,0.13,0.09
0.017802655696868896,0.06640653312206268,0.13,0.11
0.0368654727935791,0.072080098092556,0.13,0.13
0.07221853733062744,0.07700472325086594,0.13,0.15
0.10374802350997925,0.08444450050592422,0.13,0.17
0.1470792293548584,0.08984718471765518,0.13,0.19
0.1975419521331787,0.09356092661619186,0.13,0.21
0.2533762454986572,0.09650015830993652,0.13,0.23
0.3017749786376953,0.1019584909081459,0.13,0.25
0.3602555990219116,0.10567973554134369,0.13,0.27
0.42304927110671997,0.10851990431547165,0.13,0.29
0.49764490127563477,0.11038382351398468,0.13,0.31
0.5595521330833435,0.11237944662570953,0.13,0.33
0.6324014067649841,0.11800739914178848,0.13,0.35
0.7109925746917725,0.11763422191143036,0.13,0.37
0.7802165150642395,0.12085352092981339,0.13,0.39
0.8578418493270874,0.12160003185272217,0.13,0.41
0.9309290051460266,0.12238363176584244,0.13,0.43
1.0044527053833008,0.12252725660800934,0.13,0.45
1.0743248462677002,0.12377302348613739,0.13,0.47
1.1443290710449219,0.1251882016658783,0.13,0.49
1.2079033851623535,0.12698860466480255,0.13,0.51
1.2866134643554688,0.12534429132938385,0.13,0.53
1.352595567703247,0.1243366003036499,0.13,0.55
1.4285666942596436,0.12135634571313858,0.13,0.57
1.4969565868377686,0.11748714745044708,0.13,0.59
1.548755168914795,0.11683670431375504,0.13,0.61
1.6042450666427612,0.1144135445356369,0.13,0.63
1.6727935075759888,0.10706497728824615,0.13,0.65
1.7119433879852295,0.10513261705636978,0.13,0.67
1.7526676654815674,0.10083553194999695,0.13,0.69
1.7850300073623657,0.09809411317110062,0.13,0.71
1.8125896453857422,0.09503672271966934,0.13,0.73
1.8421735763549805,0.09157895296812057,0.13,0.75
1.863567590713501,0.08877941966056824,0.13,0.77
1.8848292827606201,0.0859462320804596,0.13,0.79
1.8992242813110352,0.08411586284637451,0.13,0.81
1.904066801071167,0.08351729810237885,0.13,0.83
1.9148497581481934,0.0816735252737999,0.13,0.85
1.9172710180282593,0.0813743993639946,0.13,0.87
1.9179325103759766,0.08154845982789993,0.13,0.89
1.919956922531128,0.08114489167928696,0.13,0.91
1.919956922531128,0.08114489167928696,0.13,0.93
1.9200892448425293,0.08117951452732086,0.13,0.95
1.9200892448425293,0.08117951452732086,0.13,0.97
1.9200892448425293,0.08117951452732086,0.13,0.99
0.0998917818069458,0.0544365718960762,0.15,0.01
0.09459942579269409,0.05638729780912399,0.15,0.03
0.08397495746612549,0.058491285890340805,0.15,0.05
0.06739652156829834,0.06255286186933517,0.15,0.07
0.04575067758560181,0.06653521209955215,0.15,0.09
0.03136533498764038,0.0692223384976387,0.15,0.11
0.0138016939163208,0.0747586116194725,0.15,0.13
0.04915475845336914,0.07961798459291458,0.15,0.15
0.08068424463272095,0.08691485226154327,0.15,0.17
0.1240154504776001,0.09228405356407166,0.15,0.19
0.1744781732559204,0.09601889550685883,0.15,0.21
0.23031246662139893,0.09899535030126572,0.15,0.23
0.278711199760437,0.10443135350942612,0.15,0.25
0.3371918201446533,0.10817557573318481,0.15,0.27
0.39998549222946167,0.11105366796255112,0.15,0.29
0.47458112239837646,0.11297475546598434,0.15,0.31
0.5364883542060852,0.11500951647758484,0.15,0.33
0.6093376278877258,0.12065757066011429,0.15,0.35
0.6879287958145142,0.12035457044839859,0.15,0.37
0.7571527361869812,0.12361247092485428,0.15,0.39
0.8347780704498291,0.12441802769899368,0.15,0.41
0.9078652262687683,0.12525613605976105,0.15,0.43
0.9813889265060425,0.12545625865459442,0.15,0.45
1.0512609481811523,0.12675350904464722,0.15,0.47
1.1212654113769531,0.1282220035791397,0.15,0.49
1.1848396062850952,0.13007275760173798,0.15,0.51
1.263549566268921,0.12849214673042297,0.15,0.53
1.3295316696166992,0.127537801861763,0.15,0.55
1.4055030345916748,0.12461567670106888,0.15,0.57
1.4738928079605103,0.12079484015703201,0.15,0.59
1.5256913900375366,0.12018491327762604,0.15,0.61
1.581181287765503,0.11780114471912384,0.15,0.63
1.6497297286987305,0.1104864552617073,0.15,0.65
1.6888796091079712,0.10857892036437988,0.15,0.67
1.7296037673950195,0.10429950058460236,0.15,0.69
1.7619662284851074,0.10157408565282822,0.15,0.71
1.7895258665084839,0.09852662682533264,0.15,0.73
1.8191096782684326,0.09507916122674942,0.15,0.75
1.8405038118362427,0.09228537231683731,0.15,0.77
1.8617656230926514,0.08945717662572861,0.15,0.79
1.8761606216430664,0.08763063699007034,0.15,0.81
1.8810030221939087,0.08703353255987167,0.15,0.83
1.8917860984802246,0.08519052714109421,0.15,0.85
1.894207239151001,0.08489198237657547,0.15,0.87
1.8948688507080078,0.08506708592176437,0.15,0.89
1.89689302444458,0.0846632868051529,0.15,0.91
1.89689302444458,0.0846632868051529,0.15,0.93
1.8970253467559814,0.08469852060079575,0.15,0.95
1.8970253467559814,0.08469852060079575,0.15,0.97
1.8970253467559814,0.08469852060079575,0.15,0.99
0.12776434421539307,0.055324576795101166,0.17,0.01
0.12247198820114136,0.057221271097660065,0.17,0.03
0.11184751987457275,0.05933104828000069,0.17,0.05
0.0952690839767456,0.0633552074432373,0.17,0.07
0.07362323999404907,0.06735172122716904,0.17,0.09
0.04261070489883423,0.07016723603010178,0.17,0.11
0.022975802421569824,0.07567523419857025,0.17,0.13
0.021282196044921875,0.08056944608688354,0.17,0.15
0.05281168222427368,0.08781745284795761,0.17,0.17
0.09614288806915283,0.09323776513338089,0.17,0.19
0.14660561084747314,0.09706711769104004,0.17,0.21
0.20243990421295166,0.10014679282903671,0.17,0.23
0.25083863735198975,0.105618916451931,0.17,0.25
0.30931925773620605,0.10943984985351562,0.17,0.27
0.3721129298210144,0.11240337044000626,0.17,0.29
0.4467085599899292,0.11442829668521881,0.17,0.31
0.5086157917976379,0.11653688549995422,0.17,0.33
0.5814650654792786,0.12224634736776352,0.17,0.35
0.6600562334060669,0.12204387784004211,0.17,0.37
0.7292801737785339,0.12536880373954773,0.17,0.39
0.8069055080413818,0.12625879049301147,0.17,0.41
0.879992663860321,0.12717320024967194,0.17,0.43
0.9535163640975952,0.12744882702827454,0.17,0.45
1.023388385772705,0.12881560623645782,0.17,0.47
1.0933928489685059,0.13035382330417633,0.17,0.49
1.156967043876648,0.1322697401046753,0.17,0.51
1.2356771230697632,0.13076619803905487,0.17,0.53
1.301659107208252,0.12987536191940308,0.17,0.55
1.377630352973938,0.12702110409736633,0.17,0.57
1.446020245552063,0.12325604259967804,0.17,0.59
1.497818946838379,0.12269338220357895,0.17,0.61
1.5533087253570557,0.1203540712594986,0.17,0.63
1.6218571662902832,0.11307613551616669,0.17,0.65
1.661007046699524,0.11119634658098221,0.17,0.67
1.7017312049865723,0.10693629086017609,0.17,0.69
1.7340936660766602,0.10422736406326294,0.17,0.71
1.7616533041000366,0.10119107365608215,0.17,0.73
1.7912371158599854,0.09775350987911224,0.17,0.75
1.8126312494277954,0.09496531635522842,0.17,0.77
1.833893060684204,0.09214229136705399,0.17,0.79
1.8482880592346191,0.09031907469034195,0.17,0.81
1.8531304597854614,0.08972317725419998,0.17,0.83
1.8639135360717773,0.08788064867258072,0.17,0.85
1.8663346767425537,0.08758269250392914,0.17,0.87
1.8669962882995605,0.08775882422924042,0.17,0.89
1.8690204620361328,0.08735527843236923,0.17,0.91
1.8690204620361328,0.08735527843236923,0.17,0.93
1.8691527843475342,0.08739034086465836,0.17,0.95
1.8691527843475342,0.08739034086465836,0.17,0.97
1.8691527843475342,0.08739034086465836,0.17,0.99
0.15400075912475586,0.06106877326965332,0.19,0.01
0.14870840311050415,0.06282542645931244,0.19,0.03
0.13808393478393555,0.06479687988758087,0.19,0.05
0.1215054988861084,0.06857745349407196,0.19,0.07
0.09985965490341187,0.07237057387828827,0.19,0.09
0.06803935766220093,0.07508176565170288,0.19,0.11
0.04208636283874512,0.080367811024189,0.19,0.13
0.02292764186859131,0.08510859310626984,0.19,0.15
0.02657526731491089,0.09214448183774948,0.19,0.17
0.06990647315979004,0.09746027737855911,0.19,0.19
0.12036919593811035,0.101251520216465,0.19,0.21
0.17620348930358887,0.10432073473930359,0.19,0.23
0.22460222244262695,0.10973366349935532,0.19,0.25
0.28308284282684326,0.1135466992855072,0.19,0.27
0.3458765149116516,0.11652514338493347,0.19,0.29
0.4204721450805664,0.1185896098613739,0.19,0.31
0.48237937688827515,0.12072692066431046,0.19,0.33
0.5552286505699158,0.12644661962985992,0.19,0.35
0.6338198184967041,0.12631292641162872,0.19,0.37
0.7030437588691711,0.12967683374881744,0.19,0.39
0.780669093132019,0.13063044846057892,0.19,0.41
0.8537562489509583,0.13160601258277893,0.19,0.43
0.9272799491882324,0.13194699585437775,0.19,0.45
0.9971520304679871,0.13337592780590057,0.19,0.47
1.0671563148498535,0.13498064875602722,0.19,0.49
1.1307306289672852,0.13696135580539703,0.19,0.51
1.2094407081604004,0.1355370283126831,0.19,0.53
1.2754228115081787,0.134714275598526,0.19,0.55
1.3513939380645752,0.13193346560001373,0.19,0.57
1.4197838306427002,0.1282290518283844,0.19,0.59
1.4715824127197266,0.12772107124328613,0.19,0.61
1.5270723104476929,0.12543314695358276,0.19,0.63
1.5956207513809204,0.1181955337524414,0.19,0.65
1.6347706317901611,0.11634887754917145,0.19,0.67
1.675494909286499,0.11211030930280685,0.19,0.69
1.7078572511672974,0.10942108929157257,0.19,0.71
1.7354168891906738,0.1063971295952797,0.19,0.73
1.765000820159912,0.10297109931707382,0.19,0.75
1.7863948345184326,0.10018905997276306,0.19,0.77
1.8076565265655518,0.09737147390842438,0.19,0.79
1.8220515251159668,0.09555242210626602,0.19,0.81
1.8268940448760986,0.09495772421360016,0.19,0.83
1.837677001953125,0.09311527013778687,0.19,0.85
1.840098261833191,0.09281798452138901,0.19,0.87
1.8407597541809082,0.09299597144126892,0.19,0.89
1.8427841663360596,0.09259188175201416,0.19,0.91
1.8427841663360596,0.09259188175201416,0.19,0.93
1.842916488647461,0.09262768924236298,0.19,0.95
1.842916488647461,0.09262768924236298,0.19,0.97
1.842916488647461,0.09262768924236298,0.19,0.99
0.1895473599433899,0.06129205971956253,0.21,0.01
0.18425500392913818,0.06301135569810867,0.21,0.03
0.17363053560256958,0.06498869508504868,0.21,0.05
0.15705209970474243,0.06874729692935944,0.21,0.07
0.1354062557220459,0.07256200909614563,0.21,0.09
0.10358595848083496,0.07539723813533783,0.21,0.11
0.07585388422012329,0.08068263530731201,0.21,0.13
0.04050081968307495,0.08548116683959961,0.21,0.15
0.008971333503723145,0.0925002247095108,0.21,0.17
0.034359872341156006,0.09789372235536575,0.21,0.19
0.08482259511947632,0.10180611908435822,0.21,0.21
0.14065688848495483,0.10500767081975937,0.21,0.23
0.18905562162399292,0.11048617959022522,0.21,0.25
0.24753624200820923,0.11440693587064743,0.21,0.27
0.3103299140930176,0.11750173568725586,0.21,0.29
0.3849255442619324,0.11970335245132446,0.21,0.31
0.4468327760696411,0.12194201350212097,0.21,0.33
0.5196820497512817,0.12775789201259613,0.21,0.35
0.5982732176780701,0.1277541071176529,0.21,0.37
0.6674971580505371,0.13121408224105835,0.21,0.39
0.745122492313385,0.13228066265583038,0.21,0.41
0.8182096481323242,0.13335895538330078,0.21,0.43
0.8917333483695984,0.13380081951618195,0.21,0.45
0.961605429649353,0.135324627161026,0.21,0.47
1.0316097736358643,0.13702492415905,0.21,0.49
1.095184087753296,0.13909514248371124,0.21,0.51
1.1738941669464111,0.13777166604995728,0.21,0.53
1.2398761510849,0.13703268766403198,0.21,0.55
1.315847396850586,0.13433927297592163,0.21,0.57
1.384237289428711,0.13070522248744965,0.21,0.59
1.4360358715057373,0.13026078045368195,0.21,0.61
1.491525650024414,0.1280307024717331,0.21,0.63
1.5600740909576416,0.12083502858877182,0.21,0.65
1.5992240905761719,0.1190246045589447,0.21,0.67
1.6399482488632202,0.11480772495269775,0.21,0.69
1.6723105907440186,0.11213906854391098,0.21,0.71
1.6998703479766846,0.1091272309422493,0.21,0.73
1.7294541597366333,0.10571173578500748,0.21,0.75
